0.04
0.055
0.178
0.202
0.206
0.227
0.228
0.23
0.23
0.235
0.236
0.237
0.243
0.244
0.245
0.2555
0.26
0.264
0.267
0.27
0.273
0.274
0.274
0.278
0.2811
0.287
0.287
0.288
0.289
0.295
0.296
0.311
0.331
0.4246
